,channelGrouping,fullVisitorId,visitNumber,visitStartTime,device_operatingSystem,device_isMobile,geoNetwork_region,geoNetwork_metro,geoNetwork_city,geoNetwork_networkDomain,totals_hits,totals_pageviews,totals_timeOnSite,trafficSource_source,trafficSource_medium
1474138,Organic Search,7164677627921388982,2,1521498452,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),41,28,1282,google,organic
1474157,Referral,0067728199203188460,3,1521521945,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,61,45,711,(direct),(none)
1474158,Referral,3364061756205088198,12,1521484540,Macintosh,False,California,Los Angeles CA,Los Angeles,(not set),63,60,2167,(direct),(none)
1474159,Referral,2601256147967816483,3,1521472044,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),67,48,927,(direct),(none)
1476444,Direct,1227783807352418689,1,1521465839,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,7,7,150,(direct),(none)
1477281,Organic Search,5437013238128269518,1,1500226224,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),20,20,2056,google,organic
1477282,Organic Search,3300270774997102814,2,1500247367,Macintosh,False,Arizona,Phoenix AZ,Phoenix,unknown.unknown,20,18,393,google,organic
1477644,Organic Search,5056841379210378275,5,1500188404,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),10,10,408,bing,organic
1477708,Referral,3156235512146749592,2,1500252363,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,16,14,289,(direct),(none)
1477711,Referral,2354405029601095288,2,1500253112,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,ofmlive.net,17,13,548,(direct),(none)
1477714,Referral,2017396058039056855,1,1500248987,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,17,15,318,(direct),(none)
1477718,Paid Search,2264010855758956307,2,1500242699,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,17,15,381,google,cpc
1477723,Organic Search,1465921528988606892,3,1500239213,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),20,16,367,google,organic
1477735,Referral,3558104655978527434,2,1500232920,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,verizon.net,22,19,714,(direct),(none)
1477741,Referral,7588981130462792361,2,1500221940,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Jose,(not set),24,19,1529,(direct),(none)
1477742,Organic Search,4587210925935196615,2,1500240200,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),24,22,678,google,organic
1477745,Referral,2868753573471668678,4,1500266150,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Fremont,comcast.net,25,22,272,(direct),(none)
1477750,Referral,5470058724579220258,4,1500242094,Macintosh,False,New York,New York NY,New York,rr.com,27,23,953,(direct),(none)
1477753,Referral,0647701940544723891,6,1500264031,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,nyu.edu,28,23,1013,(direct),(none)
1477759,Referral,1090774782213816251,4,1500237223,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,comcast.net,33,24,2405,(direct),(none)
1477762,Referral,6325377874048923314,4,1500234872,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),35,30,2311,(direct),(none)
1477764,Organic Search,5508164318239659326,2,1500227828,Android,True,Texas,Dallas-Ft. Worth TX,Dallas,(not set),36,25,3483,google,organic
1477765,Referral,594511863093043281,1,1500266221,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),39,28,627,(direct),(none)
1477767,Referral,4773573244753299893,1,1500257504,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,qwest.net,39,28,1300,(direct),(none)
1477769,Organic Search,0405996727678488611,1,1500188828,Macintosh,False,California,Los Angeles CA,Los Angeles,(not set),43,37,1671,google,organic
1477772,Organic Search,1929978424426570223,1,1500196518,Windows,False,Ontario,(not set),Toronto,(not set),47,40,3209,google,organic
1477773,Referral,682549734570999775,2,1500244105,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,48,41,1360,(direct),(none)
1477783,Referral,8671741245048754342,1,1500243783,Macintosh,False,Illinois,Chicago IL,Chicago,comcast.net,65,51,4245,(direct),(none)
1477788,Referral,1280993661204347450,3,1500237228,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),204,145,4383,(direct),(none)
1479057,Referral,403719567246963751,6,1521130214,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),11,10,138,(direct),(none)
1479075,Referral,512158639408222603,2,1521164657,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,11,11,135,dealspotr.com,referral
1479080,Referral,2384906643929382447,7,1521136420,Macintosh,False,Texas,Austin TX,Austin,(not set),12,8,196,(direct),(none)
1479083,Direct,7572468127170872592,10,1521118601,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,12,10,443,(direct),(none)
1479115,Organic Search,8874131966399810100,3,1521128967,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Palo Alto,(not set),13,11,180,google,organic
1479159,Referral,3580712828080255393,4,1521144747,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,(not set),15,13,342,(direct),(none)
1479174,Referral,4602756570074553184,4,1521141988,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),16,13,398,(direct),(none)
1479179,Referral,4233863356077053053,5,1521147754,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),16,11,369,(direct),(none)
1479180,Organic Search,826535427395535941,1,1521140886,Macintosh,False,New York,New York NY,New York,(not set),16,14,283,google,organic
1479195,Referral,3718171289227555561,1,1521141973,Macintosh,False,Ontario,(not set),Toronto,(not set),17,17,375,(direct),(none)
1479201,Referral,7415868843433484054,7,1521152621,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,17,15,420,(direct),(none)
1479213,Direct,8840279265429980272,1,1521128027,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Fremont,(not set),18,14,199,(direct),(none)
1479223,Organic Search,4298842722525900085,1,1521146222,Windows,False,Texas,Austin TX,Austin,unknown.unknown,19,16,444,google,organic
1479229,Referral,6900859066824291996,1,1521178900,Chrome OS,False,Georgia,Atlanta GA,Atlanta,(not set),20,16,421,(direct),(none)
1479249,Referral,8640523486939386363,1,1521141554,Windows,False,Illinois,Chicago IL,Chicago,(not set),23,17,1071,(direct),(none)
1479267,Direct,5674256588863446838,1,1521125718,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,purechat.com,25,18,292,(direct),(none)
1479272,Direct,1410323354113955303,11,1521156030,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,pnap.net,26,15,932,(direct),(none)
1479273,Direct,991576937857786756,3,1521123861,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Jose,(not set),26,19,291,(direct),(none)
1479278,Organic Search,5241229610235288554,1,1521144109,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,27,23,517,google,organic
1479289,Referral,4529030899697263039,8,1521142827,Macintosh,False,New York,New York NY,New York,(not set),29,28,2402,(direct),(none)
1479300,Referral,5372827383160505539,3,1521146387,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),31,26,1060,(direct),(none)
1479305,Organic Search,4906040102993356,1,1521159511,iOS,True,Texas,Austin TX,Austin,rr.com,32,26,943,google,organic
1479307,Organic Search,509093401656173881,1,1521156151,iOS,True,California,Los Angeles CA,Los Angeles,rr.com,33,23,665,google,organic
1479308,Referral,4343193898524094437,3,1521164227,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),33,28,726,(direct),(none)
1479316,Organic Search,3360798546040362641,2,1521165382,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),37,31,956,google,organic
1479321,Direct,7236609658867947857,1,1521150933,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,airbaud.net,41,32,992,(direct),(none)
1479322,Organic Search,6813218361592467624,2,1521135759,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,hcpss.org,42,30,699,google,organic
1479327,Referral,9409974502806317412,1,1521155770,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,46,44,776,(direct),(none)
1481798,Direct,4518568975855723873,1,1521152800,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,omnilec.com,9,9,178,(direct),(none)
1482593,Organic Search,7495731308701213207,1,1488177360,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,qwest.net,46,35,2073,google,organic
1483101,Referral,0366796863244619267,2,1488179224,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,15,13,450,(direct),(none)
1483126,Referral,4995606827430436569,1,1488143869,Windows,False,New York,New York NY,New York,verizon.net,19,17,331,(direct),(none)
1483127,Organic Search,0015950283479889703,4,1488148550,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,19,18,419,google,organic
1483170,Referral,9970378027479686216,1,1488151990,Macintosh,False,New York,New York NY,New York,(not set),44,33,419,(direct),(none)
1483171,Referral,6858581199056101379,2,1488135050,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,56,46,1397,(direct),(none)
1483172,Referral,5149788969578895545,5,1488137668,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,69,47,1305,(direct),(none)
1484287,Organic Search,6717912372557632494,2,1490231276,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,frontiernet.net,20,19,388,google,organic
1484289,Organic Search,1244643584936507645,2,1490243093,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),24,22,1205,google,organic
1484292,Organic Search,9204558610482507007,6,1490204283,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),29,22,464,google,organic
1484298,Organic Search,2460550300835928816,3,1490193630,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),36,30,2449,google,organic
1484301,Organic Search,4180788491858098466,2,1490215223,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,ibtinc.com,38,30,301,google,organic
1484305,Organic Search,7377189671853263468,1,1490186868,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,energyservices.org,101,83,3342,google,organic
1484686,Direct,5626083810340068803,1,1490211904,Macintosh,False,Michigan,Detroit MI,Ann Arbor,(not set),8,8,141,(direct),(none)
1484732,Referral,3844370939009340218,2,1490226592,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),10,10,384,(direct),(none)
1484755,Direct,8342494724781210773,1,1490206990,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,11,11,387,(direct),(none)
1484777,Referral,8921985008327806368,2,1490232440,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),12,10,193,(direct),(none)
1484780,Direct,1680034700682349362,3,1490217470,Chrome OS,False,New York,New York NY,New York,(not set),12,12,309,(direct),(none)
1484784,Direct,7813149961404844386,91,1490196640,Windows,False,Virginia,Roanoke-Lynchburg VA,Salem,comcastbusiness.net,13,12,319,(direct),(none)
1484806,Organic Search,9161805961313922627,1,1490230761,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),15,14,489,google,organic
1484837,Referral,9530011325522794445,4,1490206650,Linux,False,New York,New York NY,New York,(not set),19,16,4183,(direct),(none)
1484838,Direct,7813149961404844386,95,1490215547,Windows,False,Virginia,Roanoke-Lynchburg VA,Salem,comcastbusiness.net,19,15,322,(direct),(none)
1484840,Organic Search,7131967515028010125,1,1490209773,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,paetec.net,19,18,449,google,organic
1484861,Referral,4774637035965571033,4,1490211720,Windows,False,New York,New York NY,New York,(not set),23,19,279,(direct),(none)
1484862,Referral,7179047375171047997,3,1490242227,Macintosh,False,New York,New York NY,New York,(not set),23,10,196,(direct),(none)
1484867,Direct,1163445611219743080,2,1490221562,iOS,True,California,San Francisco-Oakland-San Jose CA,San Francisco,unknown.unknown,25,23,458,(direct),(none)
1484869,Referral,7642599988772992308,13,1490228744,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,25,23,753,(direct),(none)
1484877,Referral,9952985751740974556,2,1490205320,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),28,26,611,(direct),(none)
1484880,Referral,6697182263056162374,3,1490210468,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,hawaiiantel.net,30,24,759,(direct),(none)
1484881,Direct,9917525450459164301,2,1490220924,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,(not set),31,25,508,(direct),(none)
1484887,Referral,3909763381289527043,2,1490201964,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),33,24,385,(direct),(none)
1484891,Organic Search,1852474862116270404,3,1490239970,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,mycingular.net,35,30,1186,google,organic
1484893,Referral,3742368203315546493,1,1490213173,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,as5580.net,37,25,929,(direct),(none)
1484901,Referral,1907624706752111002,2,1490225983,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,managed-otrs.com,44,37,1199,(direct),(none)
1484902,Organic Search,8010010692264835422,1,1490199294,Windows,False,New York,New York NY,New York,(not set),45,36,1178,google,organic
1484905,Organic Search,6001085697453639910,4,1490223159,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,48,39,807,google,organic
1484907,Referral,9179926875035453581,3,1490212708,Macintosh,False,District of Columbia,Washington DC (Hagerstown MD),Washington,(not set),48,39,1516,(direct),(none)
1484908,Organic Search,5062455429781775081,2,1490230836,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,51,40,1500,google,organic
1484910,Referral,5674996555424761668,1,1490224988,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),62,51,1801,(direct),(none)
1484911,Direct,1500993811020181335,10,1490194439,Chrome OS,False,New York,New York NY,New York,rr.com,63,48,1869,(direct),(none)
1484912,Direct,689078233091142252,8,1490215933,Macintosh,False,Texas,Austin TX,Austin,(not set),71,59,2651,(direct),(none)
1484914,Referral,6559285755206861388,3,1490192832,Windows,False,Pennsylvania,Philadelphia PA,Philadelphia,comcastbusiness.net,84,65,1171,(direct),(none)
1484916,Referral,9029794295932939024,18,1490215541,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,121,82,2212,mail.google.com,referral
1486831,Referral,0727454859231638817,2,1519488557,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),12,10,374,(direct),(none)
1486839,Organic Search,6409538850190798831,1,1519498785,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),13,11,287,google,organic
1486899,Referral,3560141418898477775,1,1519533446,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,19,12,656,(direct),(none)
1486913,Referral,685050093908660368,1,1519526160,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,qwest.net,23,19,1726,(direct),(none)
1486963,Referral,3389687138385423634,4,1519537316,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,53,36,1553,(direct),(none)
1486965,Organic Search,5259678912437311416,1,1519525830,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),57,48,2206,google,organic
1489203,Organic Search,3581478697217681189,3,1523419503,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,comcast.net,10,8,232,google,organic
1489221,Organic Search,6099105803355160807,2,1523412004,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),10,10,312,google,organic
1489287,Referral,3398949496434354122,6,1523407047,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,12,10,1735,(direct),(none)
1489293,Referral,6953313616451596452,4,1523392343,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),12,12,437,(direct),(none)
1489332,Referral,1826527830822564524,2,1523375490,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),14,11,138,(direct),(none)
1489358,Referral,6348310746850166136,2,1523368570,Macintosh,False,New York,New York NY,New York,(not set),16,13,473,(direct),(none)
1489378,Referral,9249130983722228273,115,1523374022,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),17,15,474,(direct),(none)
1489379,Organic Search,0220236830301445081,3,1523377644,Windows,False,Illinois,Chicago IL,Chicago,(not set),17,14,667,google,organic
1489382,Organic Search,6411386997067889910,2,1523370731,Macintosh,False,New York,New York NY,New York,lightpath.net,17,13,223,google,organic
1489393,Referral,1048023742778698234,1,1523372485,Macintosh,False,Texas,Austin TX,Austin,(not set),18,15,406,(direct),(none)
1489404,Referral,3343186080720152923,1,1523396977,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),19,14,830,(direct),(none)
1489410,Referral,036049176046011099,3,1523386459,Chrome OS,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),20,18,945,(direct),(none)
1489417,Direct,8872187553539416126,4,1523419520,Chrome OS,False,New York,New York NY,New York,verizon.net,21,18,594,(direct),(none)
1489425,Organic Search,3687236556147063368,2,1523422822,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,(not set),21,15,1516,google,organic
1489442,Organic Search,0099690278539671296,1,1523367418,Macintosh,False,New York,New York NY,New York,(not set),23,17,332,google,organic
1489451,Referral,0551411425387854972,3,1523401240,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),24,17,1126,(direct),(none)
1489459,Referral,4294123015378340658,1,1523373883,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,unknown.unknown,25,18,339,(direct),(none)
1489468,Referral,3024310444190529644,4,1523400715,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),27,23,616,(direct),(none)
1489485,Direct,5200120118532149637,1,1523384759,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,gvtc.com,32,27,933,(direct),(none)
1489504,Referral,3284588693847223998,4,1523394147,Macintosh,False,Texas,Austin TX,Austin,(not set),46,29,1171,(direct),(none)
1489508,Organic Search,027238373252559440,1,1523371928,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),50,33,699,google,organic
1489510,Referral,3647173670225361180,1,1523385648,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),52,28,789,(direct),(none)
1489515,Organic Search,4011580566258348409,3,1523417164,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,noanet.net,55,37,1201,google,organic
1491465,Organic Search,1831096963287353878,2,1523417795,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,7,7,330,google,organic
1492381,Organic Search,0223683667601132018,7,1481774509,Macintosh,False,Texas,Austin TX,Austin,(not set),15,12,164,(direct),(none)
1492393,Paid Search,0375424311834211727,1,1481775359,Windows,False,California,San Diego CA,San Diego,(not set),17,16,520,(direct),(none)
1492446,Organic Search,5575936581064854068,1,1481764999,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,suddenlink.net,45,43,756,(direct),(none)
1492447,Display,1508794680190064090,1,1481758049,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),47,38,853,dfa,cpm
1492448,Paid Search,8832840235464460612,1,1481746198,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),48,38,758,(direct),(none)
1492450,Organic Search,8436111518276224123,2,1481772454,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),48,37,1012,(direct),(none)
1492455,Direct,4053729275950379466,4,1481738596,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,lightentheloadinc.com,69,49,949,(direct),(none)
1492458,Direct,6499749315992064304,2,1481723414,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,qwest.net,125,84,1446,(direct),(none)
1492459,Organic Search,68437640696494161,1,1481737315,Macintosh,False,Ontario,(not set),Toronto,(not set),148,105,4402,(direct),(none)
1492839,Referral,6530155408321990119,5,1481785961,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,sonic.net,11,9,137,(direct),(none)
1492864,Direct,8870316840527472336,2,1481754553,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,12,10,257,(direct),(none)
1492893,Direct,4525480404637930448,1,1481736624,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,optonline.net,13,13,492,(direct),(none)
1492896,Referral,2209030491499582546,1,1481751144,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),13,12,238,(direct),(none)
1492898,Referral,5519565952610799337,2,1481726430,Macintosh,False,Texas,Austin TX,Austin,(not set),14,13,150,(direct),(none)
1492903,Direct,4984366501121503466,11,1481734401,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,14,12,225,(direct),(none)
1492905,Display,1257038584322727844,4,1481758372,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),14,13,897,dfa,cpm
1492926,Referral,9465930712258878497,1,1481749088,Linux,False,Colorado,Denver CO,Boulder,(not set),16,14,282,(direct),(none)
1492929,Organic Search,2794285006629832465,2,1481750718,Macintosh,False,Texas,Austin TX,Austin,(not set),16,14,410,(direct),(none)
1492933,Referral,2645531348518887881,4,1481740889,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),16,14,331,(direct),(none)
1492939,Referral,939610499574900867,3,1481754000,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),16,14,579,(direct),(none)
1492941,Paid Search,0544953081124286184,4,1481763076,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),16,14,302,(direct),(none)
1492951,Organic Search,2527621344230499541,2,1481731011,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,tju.edu,17,14,908,(direct),(none)
1492967,Referral,44860406295705915,2,1481774154,Macintosh,False,Michigan,Detroit MI,Ann Arbor,(not set),19,15,383,(direct),(none)
1492968,Referral,4042942628381850945,1,1481751107,Macintosh,False,Michigan,Detroit MI,Ann Arbor,(not set),19,16,656,(direct),(none)
1492974,Direct,3296487568107567712,1,1481767892,iOS,True,Quebec,(not set),Montreal,videotron.ca,20,16,1283,(direct),(none)
1492986,Organic Search,4520968716061695864,6,1481742385,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,21,18,847,(direct),(none)
1492987,Organic Search,5948399215486527929,7,1481754440,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,telus.com,21,18,323,(direct),(none)
1492990,Referral,5302602900050864654,3,1481778335,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),21,20,525,(direct),(none)
1492998,Referral,5174823732437422013,3,1481770246,Chrome OS,False,Colorado,Denver CO,Boulder,comcast.net,23,20,640,(direct),(none)
1493000,Referral,4017026585162229127,9,1481747923,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),23,17,575,mail.google.com,referral
1493001,Organic Search,3213274881393839783,2,1481728239,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,windstream.net,23,22,877,(direct),(none)
1493003,Referral,959901135395206593,4,1481735028,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),24,20,3304,(direct),(none)
1493006,Referral,531400332110604167,2,1481747578,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),24,21,346,(direct),(none)
1493007,Referral,1439206441625639697,2,1481773632,Macintosh,False,Illinois,Chicago IL,Chicago,comcast.net,25,20,679,(direct),(none)
1493014,Paid Search,8167811292026269962,1,1481786422,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,26,21,542,(direct),(none)
1493018,Referral,2323370147843755314,1,1481738964,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),26,22,478,(direct),(none)
1493020,Referral,239232141736563627,2,1481743984,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),27,22,1161,(direct),(none)
1493024,Referral,9033474883204542086,16,1481735042,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),28,25,2705,(direct),(none)
1493032,Referral,6142588634593975998,2,1481750566,Chrome OS,False,Washington,Seattle-Tacoma WA,Seattle,broadstripe.net,31,24,1299,(direct),(none)
1493033,Organic Search,922615354832601075,1,1481752917,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),31,27,711,(direct),(none)
1493042,Paid Search,9723761653714272430,2,1481723347,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,borgess.com,34,26,537,(direct),(none)
1493045,Referral,6507463560361845015,1,1481745962,Linux,False,New York,New York NY,New York,(not set),36,28,749,(direct),(none)
1493047,Paid Search,362055310928414530,2,1481744089,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,37,27,723,(direct),(none)
1493049,Referral,0994538457525801858,1,1481730341,Macintosh,False,Ontario,(not set),Kitchener,(not set),38,30,1463,(direct),(none)
1493055,Referral,8635876981287578318,3,1481752952,Macintosh,False,Pennsylvania,Pittsburgh PA,Pittsburgh,verizon.net,42,35,732,(direct),(none)
1493056,Referral,4100243947088783573,2,1481763663,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,sbcglobal.net,42,28,516,(direct),(none)
1493058,Referral,4085534559120905575,7,1481736322,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),42,35,749,(direct),(none)
1493059,Referral,7231437685885066535,4,1481762108,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),42,33,780,(direct),(none)
1493064,Referral,5855788158613478931,1,1481751707,Macintosh,False,Pennsylvania,Pittsburgh PA,Pittsburgh,(not set),49,39,981,(direct),(none)
1493065,Referral,4795764855587336001,2,1481763412,Macintosh,False,Pennsylvania,Pittsburgh PA,Pittsburgh,verizon.net,49,34,1281,(direct),(none)
1493066,Direct,3782396217900147405,1,1481770468,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),50,36,1071,(direct),(none)
1493067,Organic Search,1144117197665161033,3,1481776205,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),50,42,2272,(direct),(none)
1493069,Organic Search,9332319683360717593,4,1481765530,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,51,38,1049,(direct),(none)
1493070,Referral,8528170749260731046,1,1481777598,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Mateo,(not set),51,39,1401,(direct),(none)
1493071,Organic Search,500771270741221130,1,1481728507,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),52,38,1429,(direct),(none)
1493072,Referral,4618938783388951743,4,1481739987,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,52,38,2646,(direct),(none)
1493076,Referral,2678408506245600860,7,1481742124,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),55,40,1129,(direct),(none)
1493077,Referral,7658004825963957145,7,1481771544,Macintosh,False,New York,New York NY,New York,qwest.net,56,40,951,(direct),(none)
