,totals_totalTransactionRevenue,channelGrouping,fullVisitorId,visitNumber,visitStartTime,device_operatingSystem,device_isMobile,geoNetwork_region,geoNetwork_metro,geoNetwork_city,geoNetwork_networkDomain,totals_hits,totals_pageviews,totals_timeOnSite,trafficSource_source,trafficSource_medium
1506382,13980000.0,Organic Search,353894935573695986,2,1491671994,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,iquest.net,23,20,405,google,organic
1506386,15960000.0,Organic Search,6459887177399853583,2,1491714322,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,24,19,430,google,organic
1506400,81960000.0,Organic Search,8721719977116949998,2,1491707815,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,28,25,3129,google,organic
1506402,41980000.0,Organic Search,3177345827435653751,1,1491712791,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,optonline.net,30,25,2602,google,organic
1506406,100250000.0,Organic Search,2864376493455301677,13,1491672847,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),32,24,626,google,organic
1506412,72550000.0,Organic Search,139472357811670278,2,1491655143,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),36,30,1350,google,organic
1506417,75900000.0,Referral,3208324314042464006,1,1491680988,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,broadstripe.net,45,33,1509,(direct),(none)
1506419,347540000.0,Referral,9584769989000380816,1,1491703864,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,48,34,1453,(direct),(none)
1506424,58850000.0,Referral,4931579223616729739,1,1491684674,Macintosh,False,New York,New York NY,New York,(not set),65,55,2160,(direct),(none)
1506426,218060000.0,Referral,3807039818708780751,2,1491698611,Chrome OS,False,New York,New York NY,New York,(not set),76,51,1767,(direct),(none)
1506427,37690000.0,Referral,5623787405926174172,2,1491700052,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,77,55,2526,(direct),(none)
1508495,49590000.0,Referral,5121891168080279248,4,1514613193,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),8,6,95,(direct),(none)
1508571,10990000.0,Organic Search,486531306817796135,1,1514574529,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,10,8,344,google,organic
1508641,21590000.0,Paid Search,818963464543710690,7,1514564385,Chrome OS,False,Colorado,Denver CO,Denver,qwest.net,15,13,388,google,cpc
1508654,108000000.0,Organic Search,8137311849706792958,1,1514598853,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,centurytel.net,16,13,256,google,organic
1508680,68990000.0,Organic Search,8272665723986552789,1,1514573146,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,totalplay.net,21,17,1424,google,organic
1508690,23590000.0,Referral,1751880770980172470,3,1514579071,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcastbusiness.net,23,15,822,(direct),(none)
1508700,36180000.0,Referral,2148194713001186975,2,1514613290,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,25,15,446,(direct),(none)
1508726,84990000.0,Referral,9799516831629079375,1,1514602246,Macintosh,False,New York,New York NY,New York,verizon.net,34,29,1125,(direct),(none)
1508733,44980000.0,Paid Search,9279822414794891501,1,1514578806,Android,True,(not set),(not set),(not set),(not set),42,31,1108,google,cpc
1508735,24990000.0,Organic Search,5439939946302219800,1,1514593921,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,45,39,615,google,organic
1508739,134960000.0,Paid Search,5942822846041377699,2,1514603161,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,atlanticbb.net,48,39,699,google,cpc
1508743,30990000.0,Direct,6004043761258589245,1,1514569913,Macintosh,False,New York,New York NY,New York,optonline.net,69,55,1057,(direct),(none)
1508745,46930000.0,Referral,5758533699665173655,2,1514552413,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),83,55,1531,(direct),(none)
1508749,102970000.0,Organic Search,9500654467723966724,4,1514565974,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,pacbell.net,156,112,3953,google,organic
1510588,31190000.0,Organic Search,0667721082352794491,2,1492546774,Windows,False,New York,New York NY,New York,(not set),11,11,188,google,organic
1510600,684150000.0,Direct,6430761922443082063,4,1492543744,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,11,11,304,(direct),(none)
1510631,30190000.0,Referral,2719057200121237933,3,1492529403,Macintosh,False,New York,New York NY,New York,verizon.net,13,12,268,(direct),(none)
1510634,479000000.0,Referral,9305766004990797685,6,1492557145,Macintosh,False,California,Los Angeles CA,Los Angeles,(not set),13,12,1159,(direct),(none)
1510637,62990000.0,Referral,9524801176083053157,1,1492516944,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,optonline.net,13,11,197,(direct),(none)
1510645,104990000.0,Organic Search,8168437595738289713,1,1492537634,Android,True,Colorado,Denver CO,Boulder,(not set),13,12,348,google,organic
1510649,19190000.0,Referral,6235355077630549336,1,1492544867,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),14,13,1306,(direct),(none)
1510657,83380000.0,Referral,2899424455048678899,1,1492539300,Linux,False,Georgia,Atlanta GA,Atlanta,(not set),14,12,226,mail.google.com,referral
1510665,229380000.0,Referral,0220695720492664721,13,1492538564,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),15,11,293,(direct),(none)
1510677,76580000.0,Referral,8386920340998668390,5,1492537565,Macintosh,False,New York,New York NY,New York,(not set),16,16,1107,(direct),(none)
1510680,35190000.0,Referral,6767082837980910756,1,1492581477,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),16,15,989,(direct),(none)
1510683,67590000.0,Referral,7608996347103620557,2,1492556750,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),16,14,476,(direct),(none)
1510685,24990000.0,Organic Search,0195229052670476258,1,1492548869,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,com,16,14,2162,google,organic
1510687,11990000.0,(Other),9907138721210043039,1,1492543413,iOS,True,California,San Francisco-Oakland-San Jose CA,San Jose,(not set),17,16,356,google,(not set)
1510688,548180000.0,Referral,902509741321071642,6,1492527179,Macintosh,False,Michigan,Detroit MI,Ann Arbor,(not set),17,13,572,(direct),(none)
1510691,58380000.0,Referral,7462494643176224339,1,1492524949,Macintosh,False,New York,New York NY,New York,(not set),17,15,1605,(direct),(none)
1510695,125800000.0,Organic Search,4548268602116445081,1,1492554728,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),18,16,708,google,organic
1510705,56070000.0,Referral,6761788136164809732,1,1492543360,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),19,17,391,(direct),(none)
1510709,18990000.0,Referral,7356917361593137850,2,1492547283,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),20,18,1694,(direct),(none)
1510710,96950000.0,Referral,6757769563866849051,5,1492527256,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),20,19,426,(direct),(none)
1510713,25990000.0,Organic Search,6644000525957644121,1,1492543688,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,vsp.com,20,17,452,google,organic
1510724,53790000.0,Referral,4096318129790050754,1,1492544331,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,21,19,603,(direct),(none)
1510729,29970000.0,Organic Search,457044505102305564,1,1492521965,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,injurylawyers.com,21,19,1349,google,organic
1510734,93980000.0,Organic Search,2861315377512617150,4,1492541386,Windows,False,Ohio,Cincinnati OH,Cincinnati,fuse.net,22,16,293,google,organic
1510759,23990000.0,Organic Search,2847013081259459461,1,1492551709,Macintosh,False,Texas,Austin TX,Austin,rr.com,28,26,716,google,organic
1510763,193180000.0,Referral,4792870216119315911,2,1492530532,Macintosh,False,New York,New York NY,New York,(not set),28,21,891,(direct),(none)
1510770,60070000.0,Referral,287904279013543394,11,1492546038,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),33,20,423,(direct),(none)
1510771,45560000.0,Direct,2882465245432965325,1,1492562046,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,hwccustomers.com,33,25,1184,(direct),(none)
1510776,62960000.0,Referral,5652101550786394440,1,1492546292,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,ztomy.com,34,29,1387,(direct),(none)
1510780,35680000.0,Organic Search,9070662269260587187,3,1492531567,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,illinois.edu,36,30,1094,google,organic
1510783,41330000.0,Referral,8576181290100309449,7,1492538297,Macintosh,False,Illinois,Chicago IL,Chicago,comcast.net,37,29,2529,(direct),(none)
1510790,36770000.0,Referral,3534570005343502837,3,1492526106,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),44,30,641,(direct),(none)
1510792,71380000.0,Organic Search,8362548980861988572,1,1492548977,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,45,35,558,google,organic
1510793,112390000.0,Referral,9031724260430223922,2,1492537580,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),45,31,1049,(direct),(none)
1510794,25960000.0,Referral,9426148810376053164,1,1492582951,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),45,33,667,(direct),(none)
1510796,118580000.0,Organic Search,9271646111007364974,2,1492525297,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,ena.net,50,32,929,google,organic
1510800,583500000.0,Referral,5720584332217047483,2,1492532339,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),52,34,2233,(direct),(none)
1510801,45250000.0,Organic Search,2800282822736967709,1,1492540827,Macintosh,False,New York,New York NY,New York,rr.com,58,45,1249,google,organic
1510802,20990000.0,Organic Search,0394724420324392696,1,1492539603,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,58,29,827,google,organic
1510809,746840000.0,Organic Search,154104806751769000,1,1492537130,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,88,54,1595,google,organic
1511156,78750000.0,Social,2327809759534404336,2,1492542381,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),75,50,2295,l.facebook.com,referral
1512447,16190000.0,Paid Search,8398495866792940081,6,1485128091,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Jose,(not set),19,15,252,(direct),(none)
1512469,26990000.0,Organic Search,7249775005981823793,2,1485073840,Windows,False,New York,New York NY,New York,rcn.net,23,22,819,(direct),(none)
1512499,61980000.0,Referral,5084365397599422550,2,1485113454,Macintosh,False,New York,New York NY,New York,(not set),33,28,1423,(direct),(none)
1512503,61970000.0,Organic Search,594022882962204579,4,1485128773,Android,True,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),34,29,1860,(direct),(none)
1512505,31180000.0,Referral,1004387731868322508,1,1485132761,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),35,27,572,(direct),(none)
1512509,22960000.0,Direct,9077717113702247034,8,1485135453,Windows,False,Washington,Seattle-Tacoma WA,Seattle,iinet.com,38,34,1115,(direct),(none)
1512514,20590000.0,Referral,9237271576556447449,1,1485136484,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,42,38,2642,(direct),(none)
1512516,173230000.0,Referral,4815752337215431060,2,1485121900,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),42,33,2462,(direct),(none)
1512530,960550000.0,Referral,9519453598438934808,6,1485117971,Macintosh,False,Georgia,Atlanta GA,Atlanta,comcast.net,167,116,2906,(direct),(none)
1513902,62990000.0,Organic Search,8722134795757149550,1,1483325386,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),25,25,764,google,organic
1513905,30980000.0,Organic Search,7243174500774931832,1,1483317147,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,25,23,608,google,organic
1513931,44570000.0,Referral,2265703789548596461,5,1483295231,Macintosh,False,New York,New York NY,New York,verizon.net,52,46,1113,(direct),(none)
1513932,79180000.0,Referral,3725836239165941255,1,1483329849,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),52,40,2402,(direct),(none)
1513933,433070000.0,Referral,6165745649694489775,4,1483310116,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),57,46,1309,(direct),(none)
1513935,83180000.0,Referral,274035778263408429,14,1483311416,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,knology.net,59,53,2526,(direct),(none)
1513936,53960000.0,Organic Search,2449425615576273633,9,1483325141,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,60,44,1985,google,organic
1513939,18590000.0,Referral,4830211069912792009,7,1483321225,Macintosh,False,New York,New York NY,New York,(not set),74,52,2211,(direct),(none)
1513941,153520000.0,Referral,0810563443947477001,5,1483315785,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,ztomy.com,106,75,1401,(direct),(none)
1514286,308500000.0,Organic Search,7862709801346463450,2,1516723972,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,10,9,436,google,organic
1514309,45590000.0,Referral,4217426100830798336,2,1516716678,Macintosh,False,New York,New York NY,New York,(not set),11,9,1749,(direct),(none)
1514386,16000000.0,Direct,0227223667732638007,3,1516735844,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),13,11,292,(direct),(none)
1514410,46980000.0,Direct,1278181171788304166,1,1516751839,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),15,11,200,(direct),(none)
1514437,967000000.0,Referral,7101589996453087432,2,1516741563,Macintosh,False,New York,New York NY,New York,(not set),16,14,1111,(direct),(none)
1514456,64990000.0,Organic Search,7165363055580686437,3,1516754861,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,18,16,991,google,organic
1514458,19990000.0,Referral,519567050792726602,4,1516744126,Linux,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),18,15,684,(direct),(none)
1514468,29000000.0,Referral,0255362224105421362,5,1516769749,Macintosh,False,California,Los Angeles CA,Los Angeles,(not set),19,17,316,(direct),(none)
1514485,38180000.0,Referral,0683564394252649077,1,1516724329,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),20,16,484,(direct),(none)
1514489,487700000.0,Referral,594922142181862903,14,1516742600,Macintosh,False,New York,New York NY,New York,verizon.net,21,17,301,(direct),(none)
1514498,73580000.0,Referral,62908671947809226,2,1516722847,Macintosh,False,New York,New York NY,New York,(not set),22,18,633,(direct),(none)
1514504,102970000.0,Organic Search,8071418486059736139,1,1516778005,iOS,True,California,Los Angeles CA,Los Angeles,rr.com,23,15,154,google,organic
1514509,35180000.0,Direct,6228336264582765207,3,1516758634,Macintosh,False,New York,New York NY,New York,verizon.net,24,19,1098,(direct),(none)
1514512,153780000.0,Referral,2269915612584340268,3,1516722067,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),25,17,1038,(direct),(none)
1514516,48990000.0,Referral,7674824164038783468,3,1516755486,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),26,19,989,(direct),(none)
1514519,122000000.0,Referral,0123821288356692774,7,1516733510,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),26,21,2168,(direct),(none)
1514524,109900000.0,Referral,9652937895280491364,6,1516744401,Macintosh,False,New York,New York NY,New York,(not set),27,25,2329,(direct),(none)
1514550,120570000.0,Referral,0785082127462944585,4,1516715930,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,com,38,26,471,(direct),(none)
1514557,1205850000.0,Organic Search,0656899973964956292,6,1516749700,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),41,33,1191,google,organic
1514562,253970000.0,Direct,5816804950318327923,1,1516738179,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,infinitycontact.com,46,34,998,(direct),(none)
1515724,126990000.0,Direct,7514153291442710047,1,1516694407,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,7,7,301,(direct),(none)
1515809,66970000.0,Organic Search,1824409320789523204,2,1516746052,Macintosh,False,Texas,San Antonio TX,San Antonio,rackspace.com,10,10,165,google,organic
1518799,24990000.0,Direct,1618884882553763938,10,1491090577,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,rr.com,13,11,212,(direct),(none)
1518826,40180000.0,Referral,1639589047263376521,24,1491095245,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),16,11,491,(direct),(none)
1518836,25990000.0,Direct,2418102200342405484,1,1491072529,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,17,16,423,(direct),(none)
1518861,28840000.0,Organic Search,217565022356586977,7,1491074425,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,22,20,562,google,organic
1518878,39980000.0,Direct,204082098779114456,1,1491067483,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,27,22,465,(direct),(none)
1518895,6970000.0,Organic Search,1832346198788998091,1,1491074261,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),36,26,1756,google,organic
1518900,22990000.0,Referral,0707424893758055863,1,1491085356,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,38,32,665,(direct),(none)
1518901,32990000.0,Organic Search,2578611394525655595,4,1491034581,Windows,False,California,San Francisco-Oakland-San Jose CA,San Jose,(not set),39,29,1378,google,organic
1518905,164170000.0,Referral,6818117303364696962,2,1491091099,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),43,29,455,(direct),(none)
1518910,30980000.0,Referral,2200795303463456741,1,1491065007,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,googlefiber.net,52,43,951,(direct),(none)
1519399,36990000.0,Organic Search,7581944643988473648,4,1488499138,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,qwest.net,15,13,299,google,organic
1519416,47960000.0,Organic Search,6366382357860597,2,1488491353,Macintosh,False,Ontario,(not set),Toronto,(not set),32,30,721,google,organic
1519425,24980000.0,Organic Search,0238421727680250617,1,1488525051,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),46,36,1585,google,organic
1519426,69450000.0,Organic Search,0291161766415927075,1,1488506831,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,mycingular.net,51,37,1094,google,organic
1519692,25990000.0,Organic Search,502027330594674519,33,1488479930,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,10,10,157,google,organic
1519722,23990000.0,Direct,7813149961404844386,77,1488465781,Windows,False,Virginia,Roanoke-Lynchburg VA,Salem,comcastbusiness.net,11,11,247,(direct),(none)
1519726,106990000.0,Direct,6383227990844000158,2,1488499195,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,frontiernet.net,11,11,174,(direct),(none)
1519768,16790000.0,Referral,8601291069934991536,4,1488473447,Macintosh,False,New York,New York NY,New York,(not set),14,12,545,(direct),(none)
1519782,19590000.0,Organic Search,3783357047189991250,3,1488477008,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),15,14,350,google,organic
1519800,46980000.0,Organic Search,0123644124068077489,2,1488504151,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),17,17,458,google,organic
1519820,22990000.0,Organic Search,773808986747306437,1,1488484203,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,20,18,1003,google,organic
1519826,14990000.0,Organic Search,3004372961374540128,1,1488441982,Windows,False,New York,New York NY,New York,rr.com,21,20,467,google,organic
1519835,75980000.0,Organic Search,2282347297061009421,3,1488494826,Android,True,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),23,21,1730,google,organic
1519837,15460000.0,Organic Search,1255802320193690482,1,1488502150,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,24,18,381,google,organic
1519841,411940000.0,Direct,2938490191342735172,1,1488473355,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),26,19,523,(direct),(none)
1519842,71750000.0,Referral,8855684563900497413,4,1488479044,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,optonline.net,26,24,335,(direct),(none)
1519862,17780000.0,Referral,8057866608589119200,1,1488482798,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,34,28,1138,(direct),(none)
1519867,69560000.0,Referral,3532463620992915742,6,1488496344,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),36,27,463,(direct),(none)
1519868,47970000.0,Organic Search,2167603248081396951,1,1488520688,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,37,30,845,google,organic
1519870,122130000.0,Referral,1122839061330453830,1,1488484677,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),39,37,1452,(direct),(none)
1519885,122590000.0,Direct,8209866700423757600,3,1488495519,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,bardstowncable.net,74,54,982,(direct),(none)
1519887,1221010000.0,Direct,7311242886083854158,18,1488471042,Chrome OS,False,Illinois,Chicago IL,Chicago,comcast.net,103,75,2092,(direct),(none)
1519889,1319630000.0,Organic Search,7713012430069756739,1,1488524534,Windows,False,New York,New York NY,New York,invadvi.com,216,176,3465,google,organic
1523848,31860000.0,Referral,3716357495252024311,2,1497458054,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),11,11,502,(direct),(none)
1523877,63310000.0,Referral,3741029495705540856,2,1497464522,Macintosh,False,Iowa,Omaha NE,Council Bluffs,(not set),12,10,342,(direct),(none)
1523878,22980000.0,Direct,9219439174856712797,2,1497483714,iOS,True,Ontario,(not set),Barrie,bell.ca,12,12,633,(direct),(none)
1523889,42380000.0,Referral,1035287577797151816,2,1497454922,Windows,False,New York,New York NY,New York,(not set),13,12,454,(direct),(none)
1523892,18590000.0,Referral,4529245720390475345,1,1497456352,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),13,13,306,(direct),(none)
1523895,88990000.0,Referral,3843258333728825777,2,1497474430,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Fremont,comcast.net,13,11,264,(direct),(none)
1523899,107990000.0,Paid Search,0605298878287002654,2,1497461592,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,fuse.net,13,12,166,google,cpc
1523903,39380000.0,Referral,0067566216922331849,2,1497476332,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),14,12,385,(direct),(none)
1523909,122960000.0,Referral,2287406421504796570,5,1497464946,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),14,12,699,(direct),(none)
1523918,171950000.0,Organic Search,3857043812510146001,6,1497465408,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,blencowe.com,16,13,181,google,organic
1523919,803400000.0,Organic Search,79204932396995037,4,1497440353,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,moffitt.org,16,14,472,google,organic
1523936,34980000.0,Paid Search,633090494027651510,3,1497449994,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),17,16,2084,google,cpc
1523943,47790000.0,Referral,6434737895703616541,3,1497499568,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,18,18,617,(direct),(none)
1523964,108410000.0,Referral,9672097680372886188,15,1497449420,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),21,20,429,(direct),(none)
1523972,74480000.0,Referral,1191806581069633765,1,1497457722,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),22,15,283,(direct),(none)
1523983,35780000.0,Referral,1578983142002266044,10,1497465081,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),23,18,359,(direct),(none)
1523987,20980000.0,Direct,8149619824926013783,1,1497456886,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),23,19,497,(direct),(none)
1523994,751080000.0,Direct,0339607919256111349,1,1497464857,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),24,22,1344,(direct),(none)
1523996,29990000.0,Referral,4786162895403148605,3,1497508536,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),25,23,337,(direct),(none)
1523998,90770000.0,Referral,9607694910197531314,2,1497469396,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),25,18,474,(direct),(none)
1524000,29180000.0,Referral,4559937413688663213,1,1497461536,Macintosh,False,New York,New York NY,New York,(not set),26,26,927,(direct),(none)
1524002,32900000.0,Referral,4786162895403148605,2,1497498212,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),26,21,1606,(direct),(none)
1524003,452000000.0,Organic Search,6847022427590388886,6,1497454183,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,26,19,692,google,organic
1524009,91620000.0,Referral,3888042706246168759,4,1497469293,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),29,26,466,(direct),(none)
1524010,37050000.0,Referral,7865812508027554896,2,1497468106,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),29,24,802,(direct),(none)
1524015,78920000.0,Organic Search,0103234801488366057,1,1497500220,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,32,26,775,google,organic
1524016,70590000.0,Direct,1978060402738405098,1,1497476142,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),33,24,1298,(direct),(none)
1524020,44980000.0,Referral,9037855677717484048,4,1497480876,Windows,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,managed-otrs.com,33,30,1633,(direct),(none)
1524023,55380000.0,Referral,545209862900348723,1,1497492992,Linux,False,Washington,Seattle-Tacoma WA,Seattle,comcast.net,34,32,1762,(direct),(none)
1524024,97370000.0,Referral,2633688470819438128,2,1497474154,Windows,False,New York,New York NY,New York,verizon.net,34,25,1098,(direct),(none)
1524031,160600000.0,Referral,725981616433523164,3,1497476722,Macintosh,False,New York,New York NY,New York,(not set),37,28,800,(direct),(none)
1524032,51930000.0,Referral,0026329820781202527,1,1497471151,Chrome OS,False,Illinois,Chicago IL,Chicago,(not set),37,27,619,(direct),(none)
1524033,440020000.0,Referral,2604472846435898379,20,1497457996,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),39,34,980,(direct),(none)
1524035,145940000.0,Referral,2919716928934208535,5,1497455017,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),42,24,755,(direct),(none)
1524038,140230000.0,Organic Search,2575337741997523606,3,1497460418,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),43,34,1473,google,organic
1524039,253780000.0,Direct,0780253600713375371,4,1497482084,Macintosh,False,New York,New York NY,New York,rcn.com,44,32,815,(direct),(none)
1524044,117360000.0,Referral,9421912012077740280,1,1497452592,Macintosh,False,Texas,Austin TX,Austin,(not set),50,33,742,mail.google.com,referral
