Make,Model,Year,Variant,Kms,Price,Doors,Kind,Location
Volkswagen,Gol Trend,2011,1.6 Pack I 101cv,105000,162000,5.0,Hatchback,Bs.as. Costa Atlántica
Ford,Fiesta Kinetic Design,2015,1.6 S 120cv,55000,340000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Tiguan,2012,2.0 Sport & Style Tsi 200cv,115000,460000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2016,1.6 S 120cv,15300,325000,5.0,Hatchback,Capital Federal
Volkswagen,Gol Trend,2016,1.6 Trendline 101cv 3p,30000,300000,3.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Suran,2011,1.6 Highline 101cv 11c,43600,230000,5.0,Monovolumen,Chaco
Ford,Focus II,2012,2.0 Ghia Mt,85425,275000,5.0,Hatchback,Capital Federal
Volkswagen,Polo,2016,1.6 Comfortline,56670,320000,4.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Ecosport,2013,1.5 Se Tdci 90cv 4x2,34300,320000,5.0,SUV,Capital Federal
Volkswagen,Saveiro,2015,1.6 Gp Ce 101cv Pack Electr.+seg.,76000,300000,2.0,Pick-Up,Mendoza
Ford,Ka,2012,1.6 Fly Viral 95cv,79300,150000,3.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2012,1.6 Design Sedan 120cv Trend Plus,64000,235000,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Ecosport,2014,1.6 Titanium 110cv 4x2,49000,380000,5.0,SUV,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2013,1.6 Titanium 120cv,78000,295000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Gol Trend,2012,1.6 Pack I 101cv,105000,190000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Vento,2011,2.0 Sportline Tsi 200cv,54000,375000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Amarok,2015,2.0 Cd Tdi 180cv 4x2 Trendline B33,45233,590000,4.0,Pick-Up,Buenos Aires Interior
Volkswagen,Golf,2017,1.4 Comfortline Tsi Dsg,22000,601000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Ecosport,2015,1.6 Freestyle 110cv 4x2,52000,410000,5.0,SUV,Santa Fe
Volkswagen,Voyage,2013,1.6 Comfortline 101cv,72000,220000,4.0,Sedán,Buenos Aires Interior
Ford,Ka,2014,1.0 Fly 63cv,70000,180000,3.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Bora,2011,1.8 Highline T 180cv Cuero,54500,250000,4.0,Sedán,Capital Federal
Volkswagen,Voyage,2011,1.6 Highline 101cv,101000,195000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2011,1.6 Design 120cv Titanium,99000,219900,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ranger,2011,3.0 Cd Xl 4x2,150000,270000,2.0,Pick-Up,Córdoba
Ford,Focus III,2015,1.6 S,59000,380000,5.0,Hatchback,Buenos Aires Interior
Honda,Fit,2012,1.5 Ex Mt 120cv,101500,330000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Amarok,2014,2.0 Cd Tdi 4x2 Highline Pack C33,79000,20000,4.0,Pick-Up,La Pampa
Volkswagen,Gol,2012,1.4 Power Ps+ac 83cv,62700,145000,5.0,Hatchback,Bs.as. Costa Atlántica
Volkswagen,Gol Trend,2013,1.6 Pack I 101cv,66000,205000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2011,1.6 Pack I 101cv,131000,170000,5.0,Hatchback,Córdoba
Ford,Focus III,2014,2.0 Sedan Se Plus At6,37000,370000,4.0,Sedán,Capital Federal
Volkswagen,Vento,2011,2.5 Luxury 170cv,85000,358000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x4 Trendline B34,118000,680000,4.0,Pick-Up,Bs.as. Costa Atlántica
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x2 Trendline B33,98000,495000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2011,1.6 Design 120cv Titanium,77000,225000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Passat,2012,1.8 Confort Tsi 160cv Dsg,100000,395000,4.0,Sedán,Capital Federal
Volkswagen,Amarok,2015,2.0 Cd Tdi 4x4 Highline Pack At C34,91000,700000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Ecosport,2013,1.6 Freestyle 110cv 4x2,85000,320000,5.0,SUV,Córdoba
Volkswagen,Vento,2011,2.5 Luxury 170cv,90000,347600,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2014,2.0 Cd Tdi 4x4 Highline Pack At C34,130000,730000,4.0,Pick-Up,Bs.as. G.b.a. Oeste
Ford,Ranger,2014,3.2 Cd 4x2 Xlt Tdci 200cv,109000,535000,4.0,Pick-Up,Bs.as. G.b.a. Oeste
Ford,Focus III,2015,1.6 S,61000,350000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2015,2.0 Cd Tdi 180cv 4x4 Highline C34,98000,850000,4.0,Pick-Up,Bs.as. Costa Atlántica
Ford,Ecosport,2014,1.6 Se 110cv 4x2,81249,390000,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Vento,2012,2.5 Luxury 170cv,70000,370000,4.0,Sedán,Santa Fe
Ford,Focus III,2017,2.0 Sedan Se,10500,550000,4.0,Sedán,Córdoba
Volkswagen,Bora,2013,2.0 Trendline 115cv,58000,282000,4.0,Sedán,Capital Federal
Volkswagen,Gol,2013,1.4 Power 83cv 5 p,83000,149000,5.0,Hatchback,Capital Federal
Volkswagen,Golf,2012,2.0 Vi Gti Tsi 211cv,63003,580000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Honda,Civic,2013,1.8 Exs At 140cv,38000,16000,4.0,Sedán,Bs.as. Costa Atlántica
Ford,Fiesta Kinetic Design,2016,1.6 S 120cv,28000,292700,5.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,62600,237800,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ranger,2011,3.0 Cd Xls 4x2,100000,420000,2.0,Pick-Up,Santa Fe
Volkswagen,Gol Trend,2015,1.6 Highline 101cv 3p,20000,280000,3.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2014,1.6 Sedan S Plus 120cv,68000,299000,4.0,Sedán,Bs.as. Costa Atlántica
Volkswagen,Amarok,2015,2.0 Cd Tdi 180cv 4x4 Trendline B34,27000,670000,4.0,Pick-Up,Bs.as. G.b.a. Oeste
Volkswagen,Suran,2013,1.6 Imotion Highline,73000,260000,5.0,Monovolumen,Capital Federal
Ford,Fiesta Kinetic Design,2014,1.6 Se 120cv,75000,230000,5.0,Hatchback,Santa Fe
Volkswagen,Gol,2011,1.4 Power Ps+ac 83cv,55000,150000,5.0,Hatchback,Córdoba
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x2 Trendline B33,165000,490000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Volkswagen,Fox,2014,1.6 Confortline,40000,240000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Gol Trend,2012,1.6 Pack I Plus 101cv,86000,199000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Vento,2014,2.5 Luxury 170cv Tiptronic,48327,479900,4.0,Sedán,Capital Federal
Honda,HR-V,2016,1.8 Ex-l 2wd Cvt,20400,789000,5.0,SUV,Capital Federal
Ford,Ka,2013,1.6 Pulse Top 95cv,62000,175000,3.0,Hatchback,Buenos Aires Interior
Volkswagen,Vento,2011,2.5 Luxury 170cv Tiptronic,150000,349000,4.0,Sedán,Córdoba
Ford,Fiesta Kinetic Design,2012,1.6 Design Sedan 120cv Trend Plus,60000,265000,4.0,Sedán,Buenos Aires Interior
Ford,Fiesta Kinetic Design,2015,1.6 Titanium 120cv,76200,365000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Passat,2013,1.8 Confort Tsi 160cv Dsg,106000,420000,4.0,Sedán,Buenos Aires Interior
Ford,Ka,2013,1.6 Pulse 95cv,60000,180000,3.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Ka,2011,1.6 Pulse Top 95cv,76000,165000,3.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Ranger,2015,3.2 Cd 4x2 Xlt At Tdci 200cv,42000,660000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Ranger,2016,2.5 Cs Ivct Xl 166cv,6000,460000,2.0,Pick-Up,Córdoba
Volkswagen,Scirocco,2012,1.4 Tsi 160cv,86000,600000,2.0,Coupé,Córdoba
Volkswagen,Saveiro,2011,1.6 Cs 101cv Ps+aa,135000,198000,2.0,Pick-Up,Córdoba
Ford,Focus II,2013,2.0 Ghia Mt,99900,252000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Gol,2011,1.6 I Power 701,120000,150000,3.0,Hatchback,Capital Federal
Honda,Civic,2013,1.8 Exs Mt 140cv,77000,350000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Fox,2011,1.6 Comfortline,101000,170000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x2 Trendline B33,85794,535000,4.0,Pick-Up,Bs.as. G.b.a. Oeste
Ford,Focus II,2012,2.0 Exe Sedan Trend Plus,53000,280000,4.0,Sedán,Río Negro
Volkswagen,Suran,2013,1.6 Highline 101cv Cuero,71000,245000,5.0,Monovolumen,Capital Federal
Volkswagen,Gol Trend,2011,1.6 Pack I Plus 101cv,54000,180000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ecosport,2013,2.0 Se 143cv 4x2,72613,305000,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Gol,2014,1.4 Power 83cv 5 p,35000,175000,5.0,Hatchback,Capital Federal
Volkswagen,Bora,2011,2.0 Trendline 115cv,88000,220000,4.0,Sedán,Capital Federal
Ford,Fiesta Kinetic Design,2017,1.6 S 120cv,19200,358000,5.0,Hatchback,Capital Federal
Volkswagen,Sharan,2011,1.4 Comfortline Tsi Bluemotion 6mt,56000,440000,5.0,Monovolumen,Capital Federal
Ford,Ecosport,2012,1.6 S 110cv 4x2,110000,230000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Ecosport,2013,1.6 Freestyle 110cv 4x2,68000,375000,5.0,SUV,Entre Ríos
Volkswagen,Gol,2011,1.4 Power Ps+ac 83cv,110000,132000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Honda,CR-V,2011,2.4 Lx At 2wd (mexico),150000,350000,5.0,SUV,Córdoba
Ford,Ranger,2015,2.2 Cd 4x2 Xl Safety Tdci 125cv,62000,550000,2.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Ka,2014,1.0 Fly Viral 63cv,40000,180000,3.0,Hatchback,Buenos Aires Interior
Volkswagen,Saveiro,2014,1.6 Gp Ce Pack Electr.+seg.+ High,75000,315000,2.0,Pick-Up,Bs.as. G.b.a. Oeste
Volkswagen,Saveiro,2013,1.6 Cs 101cv,145000,180000,2.0,Pick-Up,Capital Federal
Honda,Fit,2015,1.5 Ex-l At 120cv,22531,402000,5.0,Hatchback,Capital Federal
Ford,Ecosport,2013,1.6 Se 110cv 4x2,75000,325000,5.0,SUV,Capital Federal
Volkswagen,Saveiro,2012,1.6 Ce 101cv Pack Electr.,130000,190000,2.0,Pick-Up,Salta
Mercedes Benz,Clase C,2011,1.8 C200 Cgi At Blueefficiency,74000,425000,4.0,Sedán,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2014,1.6 Sedan S Plus 120cv,44500,253000,4.0,Sedán,Bs.as. G.b.a. Sur
Honda,Civic,2011,1.8 Lxs Mt,90000,275000,4.0,Sedán,Capital Federal
Ford,Fiesta Kinetic Design,2016,1.6 S 120cv,17000,390000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Trend,72000,220000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Amarok,2016,2.0 Cd Tdi 140cv 4x2 Startline,90475,525000,4.0,Pick-Up,Buenos Aires Interior
Ford,Fiesta Kinetic Design,2015,1.6 Design 120cv Titanium,65000,359000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2013,2.0 Cd Tdi 4x4 Highline Pack At C34,90000,549900,4.0,Pick-Up,Bs.as. G.b.a. Oeste
Volkswagen,Vento,2012,2.5 Luxury 170cv,123456,300000,4.0,Sedán,Santa Fe
Ford,Fiesta Kinetic Design,2015,1.6 Design 120cv Titanium,51000,385000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Vento,2012,2.5 Luxury 170cv,80000,330000,4.0,Sedán,Neuquén
Volkswagen,Gol,2012,1.4 Power 83cv,85000,160000,3.0,Hatchback,Córdoba
Ford,Focus II,2013,2.0 Exe Sedan Ghia,81500,280000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Amarok,2016,2.0 Cs Tdi 140cv 4x2 Startline,60000,620000,2.0,Pick-Up,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2011,1.6 Design 120cv Titanium,92000,279000,5.0,Hatchback,Buenos Aires Interior
Ford,Ranger,2016,2.2 Cd 4x2 Xl Safety Tdci 125cv,62000,585000,2.0,Pick-Up,Capital Federal
Ford,Fiesta Kinetic Design,2016,1.6 Sedan Titanium 120cv,33000,370000,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Focus III,2016,1.6 S,18500,450000,5.0,Hatchback,Capital Federal
Volkswagen,Crossfox,2012,1.6 Comfortline,74200,225000,5.0,Hatchback,Capital Federal
Volkswagen,Bora,2012,2.0 Trendline 115cv,135000,245000,4.0,Sedán,Capital Federal
Volkswagen,Tiguan,2012,2.0 Sport & Style Tsi 200cv,60000,440000,5.0,SUV,Córdoba
Volkswagen,Amarok,2013,2.0 Cd Tdi 4x2 Highline Pack C33,97000,680000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Ecosport,2013,1.6 Se 110cv 4x2,61800,315000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Ecosport,2012,1.6 My10 Xl Plus Mp3 4x2,127000,220000,5.0,SUV,Bs.as. G.b.a. Oeste
Ford,Focus III,2016,1.6 S,20000,515000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2017,1.6 Se,10000,340000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Fox,2011,1.6 Confortline,116500,210000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2014,1.6 Se 120cv,87000,320000,5.0,Hatchback,Capital Federal
Volkswagen,Vento,2012,2.5 Luxury 170cv,39000,399900,4.0,Sedán,Capital Federal
Ford,Ranger,2012,2.3 Cs F-truck 4x2,147000,350000,2.0,Pick-Up,Mendoza
Ford,Focus III,2015,2.0 Se Plus Mt,65000,395000,5.0,Hatchback,Tucumán
Volkswagen,Bora,2013,1.8 Highline T 180cv Cuero,48000,310000,4.0,Sedán,Santa Fe
Volkswagen,Gol Trend,2011,1.6 Pack Iii + Abs,110000,150000,5.0,Hatchback,Buenos Aires Interior
Ford,Focus III,2016,2.0 Se,25000,498000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ecosport,2014,2.0 Titanium Powershift 4x2 Dps6,95000,360000,5.0,SUV,Mendoza
Ford,Fiesta Kinetic Design,2016,1.6 S Plus 120cv,19000,389000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ecosport,2015,1.6 Se 110cv 4x2,68000,400000,5.0,SUV,Buenos Aires Interior
Honda,City,2012,1.5 Ex-l At 120cv,83000,239800,4.0,Sedán,Bs.as. G.b.a. Sur
Mercedes Benz,Sprinter,2012,2.1 313 Furgon 3000 V2 (g1da6),90000,550000,2.0,Furgón,Bs.as. G.b.a. Oeste
Volkswagen,Gol Trend,2013,1.6 Pack I Plus 101cv,75000,230000,5.0,Hatchback,Capital Federal
Volkswagen,Bora,2012,2.0 Trendline 115cv Tiptronic,47000,260000,4.0,Sedán,Santa Fe
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x4 Trendline B34,100000,650000,4.0,Pick-Up,Capital Federal
Volkswagen,Voyage,2011,1.6 Comfortline 101cv,90000,145000,4.0,Sedán,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2015,1.6 Se 120cv,38000,350000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Vento,2012,2.5 Luxury 170cv Tiptronic,97300,378500,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Fox,2013,1.6 Trendline,55000,230000,5.0,Hatchback,Entre Ríos
Honda,City,2011,1.5 Lx Mt 120cv,85000,220000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Gol,2013,1.4 Power Ps+ac 83cv,124000,165000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,The Beetle,2015,1.4 Design Dsg,41600,410000,3.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ranger,2016,2.2 Cd 4x4 Xl Safety Tdci 125cv,83000,650000,2.0,Pick-Up,Córdoba
Ford,Focus II,2012,1.6 Exe Sedan Trend Sigma,74000,261000,4.0,Sedán,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2016,1.6 S 120cv,11300,329000,5.0,Hatchback,Córdoba
Volkswagen,Vento,2012,2.0 Sportline Tsi 200cv,92000,430000,4.0,Sedán,Bs.as. G.b.a. Norte
Ford,Focus III,2016,1.6 Sedan S,43000,420000,4.0,Sedán,Córdoba
Volkswagen,Gol Trend,2015,1.6 Pack I 101cv,35000,260000,5.0,Hatchback,Bs.as. G.b.a. Sur
Mercedes Benz,Clase E,2014,3.5 E350 Avantgarde Sport B.eff At,34000,1725000,4.0,Sedán,Córdoba
Ford,Fiesta Kinetic Design,2014,1.6 Se Plus 120cv,70000,255000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Vento,2014,2.5 Luxury 170cv,48000,380000,4.0,Sedán,Bs.as. Costa Atlántica
Volkswagen,Fox,2014,1.6 Highline,49000,270000,3.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Voyage,2015,1.6 Trenline 101cv,63500,240000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Crossfox,2012,1.6 Highline,80000,220000,5.0,Hatchback,Capital Federal
Ford,Focus III,2015,2.0 Sedan Titanium At6,53000,549000,4.0,Sedán,Capital Federal
Ford,Fiesta Kinetic Design,2011,1.6 Design 120cv Titanium,101000,245000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Suran,2015,1.6 Imotion Highline,70000,310000,5.0,Monovolumen,Formosa
Honda,CR-V,2011,2.4 Lx At 2wd (mexico),90000,409000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Ka,2013,1.6 Fly Viral 95cv,44072,170000,3.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ecosport,2013,2.0 Titanium 143cv 4x2,86000,390000,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Saveiro,2013,1.6 Ce 101cv Pack Electr.,134000,212000,2.0,Pick-Up,Bs.as. G.b.a. Oeste
Volkswagen,Amarok,2018,2.0 Cs Tdi 140cv Trendline 4x2,11700,710000,2.0,Pick-Up,Bs.as. G.b.a. Oeste
Volkswagen,Gol,2012,1.4 Power Ps+ac 83cv,76000,145000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Mercedes Benz,Clase A,2013,1.6 A 200 At Urban B.efficiency 156cv,65000,19900,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,73000,260000,5.0,Hatchback,Córdoba
Volkswagen,Voyage,2012,1.6 Comfortline Plus 101cv Ab+ll+alt,88000,229000,4.0,Sedán,Córdoba
Honda,Fit,2011,1.4 Lx-l Mt 100cv,70000,229000,5.0,Hatchback,Córdoba
Honda,Civic,2014,1.8 Lxs At 140cv,92000,320000,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Focus III,2016,2.0 Sedan Se Plus At6,40000,480000,4.0,Sedán,Buenos Aires Interior
Ford,Ecosport,2015,1.6 S 110cv 4x2,59000,320000,5.0,SUV,Salta
Ford,Focus III,2017,1.6 S,8500,450000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Voyage,2013,1.6 Comfortline 101cv,105000,215000,4.0,Sedán,Córdoba
Honda,CR-V,2011,2.4 Ex At 4wd (mexico),130000,485000,5.0,SUV,Bs.as. Costa Atlántica
Ford,Focus III,2014,1.6 Sedan S,60000,320000,4.0,Sedán,Santa Fe
Volkswagen,Suran,2012,1.6 Comfortline 101cv 11a,134000,185000,5.0,Monovolumen,Bs.as. G.b.a. Norte
Volkswagen,Bora,2013,2.0 Trendline 115cv,89000,250000,4.0,Sedán,Bs.as. G.b.a. Oeste
Volkswagen,Gol Trend,2014,1.6 Pack Iii 101cv,84000,245000,5.0,Hatchback,Entre Ríos
Honda,City,2011,1.5 Ex-l Mt 120cv,138000,245000,4.0,Sedán,Mendoza
Volkswagen,Golf,2016,1.4 Comfortline Tsi Dsg,37000,18000,5.0,Hatchback,Río Negro
Volkswagen,Fox,2013,1.6 Trendline,80000,265000,5.0,Hatchback,Mendoza
Volkswagen,Fox,2012,1.6 Comfortline Pack,93000,189000,5.0,Hatchback,Bs.as. G.b.a. Sur
Honda,Civic,2013,1.8 Exs At 140cv,99000,365000,4.0,Sedán,Córdoba
Volkswagen,Gol Trend,2015,1.6 Highline 101cv 3p,27500,295000,3.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Suran,2011,1.6 Trendline 11b,109580,182000,5.0,Monovolumen,San Luis
Volkswagen,Bora,2011,2.0 Trendline 115cv,110000,230000,4.0,Sedán,Buenos Aires Interior
Ford,Ka,2012,1.0 Fly Viral 63cv,40000,180000,3.0,Hatchback,Capital Federal
Volkswagen,Golf,2017,1.4 Comfortline Tsi Dsg,21000,780000,5.0,Hatchback,Capital Federal
Mercedes Benz,Clase A,2016,2.0 A 250 At Sport B.efficiency,20000,46900,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Focus III,2016,2.0 Sedan Se Plus At6,41000,585000,4.0,Sedán,Río Negro
Volkswagen,Amarok,2014,2.0 Cs Tdi 140cv 4x2 Startline,88000,520000,2.0,Pick-Up,Córdoba
Ford,Ecosport,2014,1.6 S 110cv 4x2,58000,360000,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Bora,2011,2.0 Trendline 115cv,83500,207000,4.0,Sedán,Córdoba
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x2 Trendline B33,175000,495000,4.0,Pick-Up,La Rioja
Honda,City,2012,1.5 Ex-l Mt 120cv Br,42000,295000,4.0,Sedán,Santa Fe
Volkswagen,Gol,2013,1.4 Power 83cv 5 p,80000,170000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2014,1.6 Sedan S Plus 120cv,58000,280000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x4 Trendline B34,72000,560000,4.0,Pick-Up,La Pampa
Ford,Focus III,2017,2.0 Se Plus Mt,24000,600000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2011,1.6 Pack Iii 101cv,107000,175000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Tiguan,2012,2.0 Sport & Style Tsi 200cv Tiptronic,116000,490000,5.0,SUV,Córdoba
Ford,Focus III,2015,1.6 S,41000,435000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Suran,2011,1.6 Imotion Highline 11c,49000,241500,5.0,Monovolumen,Bs.as. G.b.a. Norte
Ford,Ecosport,2012,1.6 My10 Xl Plus Mp3 4x2,132000,250000,5.0,SUV,Bs.as. G.b.a. Sur
Ford,Ecosport,2011,1.6 My10 Xls Plus 4x2,97000,210000,5.0,SUV,Córdoba
Volkswagen,Vento,2013,2.5 Luxury 170cv,87000,370000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x2 Trendline At,90000,690000,4.0,Pick-Up,Córdoba
Volkswagen,Vento,2011,2.5 Luxury Tiptronic 170cv,124000,330000,4.0,Sedán,Santa Cruz
Ford,Kuga,2012,2.5 Trend Mt 4x4 (ku01/ku04),110000,350000,5.0,SUV,Capital Federal
Ford,Focus III,2015,2.0 Sedan Se,37000,450000,4.0,Sedán,Santa Fe
Volkswagen,Vento,2014,2.5 Advance Plus Tiptron 170cv,72000,395000,4.0,Sedán,Bs.as. G.b.a. Sur
Honda,CR-V,2016,2.4 Lx 2wd 185cv At,30200,999999,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Ranger,2016,2.2 Cs 4x2 Xl Safety Tdci 125cv,29000,580000,2.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2014,1.6 Sedan S Plus 120cv,37000,295000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2015,1.6 Highline 101cv 3p,45000,265000,3.0,Hatchback,Bs.as. G.b.a. Sur
Honda,CR-V,2011,2.4 Lx At 2wd (mexico),66000,380000,5.0,SUV,Bs.as. G.b.a. Sur
Ford,Ecosport,2013,1.6 Se 110cv 4x2,98500,345000,5.0,SUV,Bs.as. G.b.a. Sur
Ford,Focus III,2013,2.0 Se Plus Mt,100200,340000,5.0,Hatchback,Capital Federal
Volkswagen,Gol Trend,2012,1.6 Pack I Plus 101cv,91000,158000,5.0,Hatchback,Capital Federal
Ford,Focus III,2016,1.6 S,30000,448500,5.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2016,1.6 Se 120cv,30000,375000,5.0,Hatchback,Misiones
Ford,Ecosport,2013,1.6 Titanium 110cv 4x2,60000,361000,5.0,SUV,Bs.as. G.b.a. Norte
Volkswagen,Suran,2013,1.6 Highline 101cv 11c,84000,240000,5.0,Monovolumen,Córdoba
Volkswagen,Suran,2013,1.6 Limited Edition,89856,256000,5.0,Monovolumen,Buenos Aires Interior
Honda,HR-V,2017,1.8 Ex-l 2wd Cvt,15400,850600,5.0,SUV,Capital Federal
Volkswagen,Fox,2014,1.6 Confortline,37600,280000,5.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2014,1.6 Se 120cv,61165,335000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Gol,2014,1.4 Power 83cv 3 p,31300,162000,3.0,Hatchback,Capital Federal
Ford,Focus II,2012,1.6 Style Sigma,105000,230000,5.0,Hatchback,Capital Federal
Ford,Ranger,2012,3.2 Cd 4x4 Limited Tdci 200cv,125000,550000,4.0,Pick-Up,Misiones
Ford,Focus III,2015,2.0 Se,54000,398000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2012,1.6 Pack I 101cv,65222,195000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Gol Trend,2012,1.6 Pack I Plus 101cv,63000,189000,5.0,Hatchback,Capital Federal
Ford,Ecosport,2015,1.6 Titanium 110cv 4x2,29000,435000,5.0,SUV,Bs.as. G.b.a. Oeste
Volkswagen,Polo,2016,1.6 Comfortline,43000,318000,4.0,Hatchback,Bs.as. G.b.a. Oeste
